"filename", "language", "C#", "ASP.NET Razor", "XML", "JSON", "PostCSS", "JavaScript", "Markdown", "comment", "blank", "total"
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/css/bootstrap-utilities.rtl.min.css", "PostCSS", 0, 0, 0, 0, 1, 0, 0, 5, 0, 6
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/css/bootstrap.css", "PostCSS", 0, 0, 0, 0, 11136, 0, 0, 24, 897, 12057
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/css/bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 5, 0, 0, 1, 0, 6
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/css/bootstrap.rtl.css", "PostCSS", 0, 0, 0, 0, 11138, 0, 0, 6, 886, 12030
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/css/bootstrap.rtl.min.css", "PostCSS", 0, 0, 0, 0, 5, 0, 0, 1, 0, 6
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 5064, 0, 655, 596, 6315
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 0, 3568, 0, 578, 302, 4448
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 3604, 0, 584, 307, 4495
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation-unobtrusive/dist/jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 0, 0, 306, 0, 76, 54, 436
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation-unobtrusive/dist/jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 7, 0, 8
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation/LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 18, 0, 5, 23
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation/dist/additional-methods.js", "JavaScript", 0, 0, 0, 0, 0, 1106, 0, 258, 141, 1505
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation/dist/additional-methods.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 3, 0, 4
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation/dist/jquery.validate.js", "JavaScript", 0, 0, 0, 0, 0, 1265, 0, 188, 250, 1703
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery-validation/dist/jquery.validate.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 3, 0, 4
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery/dist/jquery.js", "JavaScript", 0, 0, 0, 0, 0, 6767, 0, 1887, 2063, 10717
"/Users/althaf/Desktop/LaundrySolution/src/Presentation/Web/wwwroot/lib/jquery/dist/jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 1, 1, 3
